AREA,SUBAREA,ISBN,TITULO,ED,ANIO,AUTOR,EDITORIAL,STOCK,PVP_S
ADMINISTRACION,ADMINISTRACION DE RECURSOS HUMANOS,978-84-18757-65-5,POR QUE RECURSOS HUMANOS DEBERIA SER COMO NETFLIX,1,2021,LLACER,ALMUZARA,1,87.4
ADMINISTRACION,ADMINISTRACION DE RECURSOS HUMANOS,978-607-17-2074-0,LA ENTREVISTA DE TRABAJO EN LA SELECCION DE PERSONAL.,1,2015,LLANOS,TRILLAS,7,72.6
ADMINISTRACION,ADMINISTRACION DE RECURSOS HUMANOS,978-84-9180-251-8,FUNDAMENTOS PARA LA GESTION ESTRATEGICA DE LOS RECURSOS HUMANOS,1,2018,LOPEZ,UOC,2,49.2
ADMINISTRACION,ADMINISTRACION DE RECURSOS HUMANOS,978-84-7356-945-3,PLAN DE RECURSOS HUMANOS,DL,2013,LOPEZ,ESIC,4,7.8
ADMINISTRACION,ADMINISTRACION DE RECURSOS HUMANOS,978-987-1954-06-3,ADMINISTRACION DE EQUIPOS HUMANOS.,1,2013,LOUFFAT,CENGAGE LEARNING,6,65.9
ADMINISTRACION,ADMINISTRACION DE RECURSOS HUMANOS,978-987-3889-17-2,ADMINISTRACION: FUNDAMENTOS DEL PROCESO ADMINISTRATIVO.,4,2015,LOUFFAT,CENGAGE LEARNING,5,104.8
ADMINISTRACION,ADMINISTRACION DE RECURSOS HUMANOS,978-607-32-5066-5,ADMINISTRANDO LA CARRERA DEL PERSONAL,1,2019,LOUFFAT,PEARSON,215,118.9
ADMINISTRACION,ADMINISTRACION DE RECURSOS HUMANOS,978-607-570-107-3,NUEVAS TENDENCIAS EN ADMINISTRACION DEL TALENTO HUMANO,1,2022,LOUFFAT,CENGAGE LEARNING,60,140.6
ADMINISTRACION,ADMINISTRACION DE RECURSOS HUMANOS,978-607-526-706-7,REMUNERACIONES EMOCIONALES,1,2019,LOUFFAT,CENGAGE LEARNING,55,116.7
ADMINISTRACION,ADMINISTRACION DE RECURSOS HUMANOS,978-84-368-4518-1,PLANIFICACION Y COSTE DE PERSONAL EN LA EMPRESA,1,2021,MAEZTU,PIRAMIDE,4,72.0
ADMINISTRACION,ADMINISTRACION DE RECURSOS HUMANOS,978-84-9198-350-7,UF1645. IMPARTICION DE ACCIONES FORMATIVAS PARA EL EMPLEO. SSCE0110 - DOCENCIA,1,2018,MARQUEZ,IC EDITORIAL (INNOVACION Y CUALIFICACION),3,76.6
ADMINISTRACION,ADMINISTRACION DE RECURSOS HUMANOS,978-607-17-3262-0,TIPS EFECTIVOS PARA LA PRODUCTIVIDAD,1,2018,MARSHALL,TRILLAS,1,86.9
ADMINISTRACION,ADMINISTRACION DE RECURSOS HUMANOS,978-612-46061-1-3,INDICADORES DE RECURSOS HUMANOS Y SU RESULTADOS ECONOMICO EN LA EMPRESA.,1,2015,MAZABEL,CENTRO DE INVESTIGACION DE RECURSOS HUMANOS,14,66.8
ADMINISTRACION,ADMINISTRACION DE RECURSOS HUMANOS,978-84-368-4410-8,PROGRAMA RELACIONES POSITIVAS (PRP),1,2021,MONJAS,PIRAMIDE,1,121.5
ADMINISTRACION,ADMINISTRACION DE RECURSOS HUMANOS,978-958-762-592-9,GESTION AUXILIAR DE PERSONAL,1,2016,MORUECO,EDICIONES DE LA U,3,50.0
ADMINISTRACION,ADMINISTRACION DE RECURSOS HUMANOS,978-84-16583-61-4,DISEÑAR CUADROS DE MANDO CON EXCEL. UTILIZANDO TABLAS DINAMICAS,1R,2017,MUÑIZ,PROFIT EDITORIAL,2,73.2
ADMINISTRACION,ADMINISTRACION DE RECURSOS HUMANOS,978-958-771-903-1,"CURRICULO: TEORIAS, CONCEPTUALIZACION Y TENDENCIAS.",1,2020,NAVAS,ECOE,1,60.8
ADMINISTRACION,ADMINISTRACION DE RECURSOS HUMANOS,978-84-9198-349-1,"MF1443_3. SELECCION ELABORACION, ADAPTACION Y UTILIZACION DE MATERIALES MED",1,2018,OLMEDO,IC EDITORIAL (INNOVACION Y CUALIFICACION),4,74.5
ADMINISTRACION,ADMINISTRACION DE RECURSOS HUMANOS,978-607-622-047-4,GESTION DEL CAPITAL HUMANO EN LAS ORGANIZACIONES.,1,2014,PASCUAL,ALFAOMEGA,2,72.6
ADMINISTRACION,ADMINISTRACION DE RECURSOS HUMANOS,978-958-762-116-7,LOS SECRETOS DEL OUTSOURCING. SEIS SOMBREROS PARA GOBERNAR,1,2013,PASCUAL,EDICIONES DE LA U,4,56.7
ADMINISTRACION,ADMINISTRACION DE RECURSOS HUMANOS,978-84-9198-418-4,MF0980_2. GESTION AUXILIAR DE PERSONAL. ADGG0308 - ASISTENCIA DOCUMENTAL Y DE,1,2018,PAVIA,IC EDITORIAL (INNOVACION Y CUALIFICACION),4,74.3
ADMINISTRACION,ADMINISTRACION DE RECURSOS HUMANOS,978-607-707-973-6,LA BUENA GESTION DE RECURSOS HUMANOS.,1R,2015,PEÑA,ALFAOMEGA,3,64.3
ADMINISTRACION,ADMINISTRACION DE RECURSOS HUMANOS,978-84-995882-1-6,BASES DE PSICOLOGIA DEL TRABAJO PARA GESTION DE RECURSOS HUMANOS.,DL,2014,PEREDA,SINTESIS,6,60.4
ADMINISTRACION,ADMINISTRACION DE RECURSOS HUMANOS,978-987-591-855-9,INCLUSION LABORAL DE PERSONAS CON DISCAPACIDAD. METODOLOGIA Y PRACTICA,1,2017,PERESSOTTI,BRUJAS,1,80.0
ADMINISTRACION,ADMINISTRACION DE RECURSOS HUMANOS,978-84-277-2069-5,LA TEORIA DEL CURRICULUM.,1,2014,PINAR,NARCEA,6,43.7
ADMINISTRACION,ADMINISTRACION DE RECURSOS HUMANOS,978-987-716-048-2,CASOS DE GESTION DE PERSONAL. ENFOQUE PRACTICO DE SITUACIONES EN LA DIRECCION DE,1,2016,PIÑEIRO,OSMAR D. BUYATTI LIBRERIA EDITORIAL,2,45.0
ADMINISTRACION,ADMINISTRACION DE RECURSOS HUMANOS,978-84-15505-70-9,COACHING DE EQUIPOS. LO QUE NECESITA SABER PARA FACILITAR EL DESARROLLO DE UN EQ,2R,2017,PIQUERAS,PROFIT EDITORIAL,7,48.0
ADMINISTRACION,ADMINISTRACION DE RECURSOS HUMANOS,978-84-15986-49-2,GESTION DE PERSONAS. MANUAL PARA LA GESTION DEL CAPITAL HUMANO DE LAS ORGANIZACI,1R,2016,PORRET,ESIC,2,76.0
ADMINISTRACION,ADMINISTRACION DE RECURSOS HUMANOS,978-612-47346-0-1,EL CIRCULO DE CRECIMIENTO,1,2016,PORTUGAL,AUTORES NACIONALES,16,76.5
ADMINISTRACION,ADMINISTRACION DE RECURSOS HUMANOS,978-84-9052-040-6,27 NUEVOS CASOS EN DIRECCION Y GESTION DE RECURSOS HUMANOS,1,2016,PUCHOL,DIAZ DE SANTOS,2,93.0
ADMINISTRACION,ADMINISTRACION DE RECURSOS HUMANOS,978-84-9052-076-5,EL LIBRO DE LA ENTREVISTA DE TRABAJO,6,2017,PUCHOL,DIAZ DE SANTOS,6,67.5
ADMINISTRACION,ADMINISTRACION DE RECURSOS HUMANOS,958-929-067-1,"EMPLEO,REFORMAS ESTRUCTURALES Y DESARROLLO",1,2006,RAMIREZ,UNIV. DE LA SALLE,1,2.0
ADMINISTRACION,ADMINISTRACION DE RECURSOS HUMANOS,978-84-15581-53-6,LA POTENCIACION DE LOS RECURSOS PSICOLOGICOS. MANUAL DEL PROGRAMA+RECURSOS,1,2013,REMOR,DELTA,1,25.0
ADMINISTRACION,ADMINISTRACION DE RECURSOS HUMANOS,978-968-18-0153-3,ADMINISTRACION DE PERSONAL PRIMERA PARTE,1,2016,REYES,LIMUSA,1,75.0
ADMINISTRACION,ADMINISTRACION DE RECURSOS HUMANOS,978-968-18-0274-5,ADMINISTRACION DE PERSONAL. SUELDOS Y SALARIOS,1,2016,REYES,LIMUSA,1,36.0
ADMINISTRACION,ADMINISTRACION DE RECURSOS HUMANOS,978-958-8585-65-9,EL TALENTO HUMANO EN LOS SISTEMAS DE GESTION,2,2016,RIOS,ICONTEC ( INSTITUTO COLOMBIANO DE NORMAS TECNICAS Y CERTIFICACION ),1,114.0
ADMINISTRACION,ADMINISTRACION DE RECURSOS HUMANOS,978-84-17277-74-1,SILVER SURFERS. EL FUTURO LABORAL ES PARA LOS MAYORES DE 40,1,2019,ROCA,LID,1,56.6
ADMINISTRACION,ADMINISTRACION DE RECURSOS HUMANOS,978-607-17-2631-5,ADMINISTRACION DE RECURSOS HUMANOS EN PEQUEÑAS Y MEDIANAS EMPRESAS,1,2016,RODRIGUEZ,TRILLAS,2,71.0
ADMINISTRACION,ADMINISTRACION DE RECURSOS HUMANOS,978-607-17-1027-7,DEL ANALISIS DE PUESTOS AL DISEÑO DE PUESTOS DE TRABAJO.,1R,2015,RODRIGUEZ,TRILLAS,1,30.0
ADMINISTRACION,ADMINISTRACION DE RECURSOS HUMANOS,978-958-741-359-5,SISTEMA GENERAL DE RIESGOS LABORALES.,1R,2014,RODRIGUEZ,EDICIONES DE LA U,5,9.0
ADMINISTRACION,ADMINISTRACION DE RECURSOS HUMANOS,978-958-503-557-7,CONVERSACIONES QUE TRANSFORMAN EQUIPOS. IDEAS Y HERRAMIENTAS PARA MEJORAR TU EQU,1,2023,SACANELL,ECOE,1,91.6
ADMINISTRACION,ADMINISTRACION DE RECURSOS HUMANOS,978-84-16462-88-9,"ARETE, S.A GESTIONANDO LA TRANSFORMACION DE UN EQUIPO",DL,2016,SALCEDO,ESIC,9,22.0
ADMINISTRACION,ADMINISTRACION DE RECURSOS HUMANOS,978-958-8726-29-8,"LECTURAS SOBRE PRODUCCION, CAPITAL Y SALARIO, BASES PARA UNA NUEVA TEORIA",1,2017,SARMIENTO,ESCUELA COLOMBIANA DE INGENIERIA,6,72.0
ADMINISTRACION,ADMINISTRACION DE RECURSOS HUMANOS,84-481-3918-6,DIRECCION DE RECURSOS HUMANOS,1,2003,SASTRE,MCGRAW-HILL,2,10.0
ADMINISTRACION,ADMINISTRACION DE RECURSOS HUMANOS,978-612-45941-0-6,DISEÑO DEL SISTEMA SALARIAL EN LA EMPRESA DE HOY.,3R,2019,SEGURA,SEGURA. CONSULTORES DE DIRECCION.,41,68.5
ADMINISTRACION,ADMINISTRACION DE RECURSOS HUMANOS,978-950-641-430-6,LA QUINTA DISCIPLINA. EL ARTE Y LA PRACTICA DE LAS ORGANIZACION ABIERTA AL APREN,19R,2017,SENGE,GRANICA,14,125.8
ADMINISTRACION,ADMINISTRACION DE RECURSOS HUMANOS,978-9972-45-430-1,EL EMPLOYER BRAND (MARCA EMPLEADOR) EN EL PERU. OPORTUNIDADES Y BUENAS PRACTICAS,1,2018,SHEEN,UNIV. DE LIMA,40,33.4
ADMINISTRACION,ADMINISTRACION DE RECURSOS HUMANOS,978-968-18-6386-9E4,CAPACITACION Y DESARROLLO DE PERSONAL.,4,2012,SILICEO,LIMUSA,1,25.0
ADMINISTRACION,ADMINISTRACION DE RECURSOS HUMANOS,978-607-526-951-1,ADMINISTRACION DE RECURSOS HUMANOS,1,2020,SNELL,CENGAGE LEARNING,15,217.2
ADMINISTRACION,ADMINISTRACION DE RECURSOS HUMANOS,978-84-9958-977-0,RECURSOS HUMANOS Y DIRECCION DE EQUIPOS EN RESTAURACION,DL,2013,SOLDEVILA,SINTESIS,4,30.0
ADMINISTRACION,ADMINISTRACION DE RECURSOS HUMANOS,978-84-16894-82-6,DESCANSA. PRODUCE MAS TRABAJANDO MENOS,1,2017,SOOJUNG,LID,1,56.6
ADMINISTRACION,ADMINISTRACION DE RECURSOS HUMANOS,978-84-15656-73-9,GESTION DE RECURSOS HUMANOS,DL,2013,TEJEDO,MACMILLAN,4,36.0
ADMINISTRACION,ADMINISTRACION DE RECURSOS HUMANOS,978-84-15424-97-0,DIRECCION Y GESTION DE RECURSOS HUMANOS.,1,2012,TING,UNIV. DE LAS PALMAS DE GRAN CANARIA.,2,60.0
ADMINISTRACION,ADMINISTRACION DE RECURSOS HUMANOS,978-958-778-167-0,EL FUTURO DEL MERCADO LABORAL,1,2015,TORRES,ALFAOMEGA,1,62.5
ADMINISTRACION,ADMINISTRACION DE RECURSOS HUMANOS,978-612-4048-76-0,MANUAL DE GESTION DE RECURSOS HUMANOS.,1,2011,TOVALINO,EDICIONES CABALLERO BUSTAMANTE,1,55.8
ADMINISTRACION,ADMINISTRACION DE RECURSOS HUMANOS,978-987-741-016-7,AUDITORIAS DE RECURSOS HUMANOS,1,2015,TREJO,EDICON. FONDO EDITORIAL CONSEJO,6,93.8
ADMINISTRACION,ADMINISTRACION DE RECURSOS HUMANOS,978-958-771-056-4,SEGURIDAD OCUPACIONAL.,1R,2019,TRUJILLO,ECOE,1,108.6
ADMINISTRACION,ADMINISTRACION DE RECURSOS HUMANOS,978-607-448-453-3,CLIMA Y AMBIENTE ORGANIZACIONAL.,2R,2017,URIBE,MANUAL MODERNO,4,67.5
ADMINISTRACION,ADMINISTRACION DE RECURSOS HUMANOS,978-607-448-071-9,VIOLENCIA Y ACOSO EN EL TRABAJO MOBBING,4R,2017,URIBE,MANUAL MODERNO,1,77.8
ADMINISTRACION,ADMINISTRACION DE RECURSOS HUMANOS,978-607-32-4233-2,ADMINISTRACION DE LA COMPENSACION,3,2018,VARELA,PEARSON,4,132.6
ADMINISTRACION,ADMINISTRACION DE RECURSOS HUMANOS,978-84-454-2741-5,AUDITORIA DE RECURSOS HUMANOS,2,2014,VARIOS,CEF. (CENTRO DE ESTUDIOS FINANCIEROS),3,179.0
ADMINISTRACION,ADMINISTRACION DE RECURSOS HUMANOS,978-84-9021-089-5,COACHING,2,2012,VARIOS,ICB EDITORES,1,60.0
ADMINISTRACION,ADMINISTRACION DE RECURSOS HUMANOS,978-84-9021-370-4,"INSERCION LABORAL, SENSIBILIZACION MEDIOAMBIENTAL Y EN LA IGUALDAD DE GENERO",2,2015,VARIOS,ICB EDITORES,7,56.6
ADMINISTRACION,ADMINISTRACION DE RECURSOS HUMANOS,978-84-8476-351-2,"NUEVAS TECNOLOGIAS, NUEVOS MERCADOS DE TRABAJO.",1,2008,VARIOS,MUNDIPRENSA,4,30.0
ADMINISTRACION,ADMINISTRACION DE RECURSOS HUMANOS,978-607-8331-96-3,OUTSOURCING. PRESTACION DE SERVICIOS DE PERSONAL Y SUS IMPLICACIONES EN MATERIA,2,2014,VARIOS,INSTITUTO MEXICANO DE CONTADORES PUBLICOS,9,30.7
ADMINISTRACION,ADMINISTRACION DE RECURSOS HUMANOS,978-84-9021-316-2,PLANIFICACION Y GESTION DE RECURSOS HUMANOS,2,2015,VARIOS,ICB EDITORES,2,103.4
ADMINISTRACION,ADMINISTRACION DE RECURSOS HUMANOS,978-84-368-4052-0,GESTION DE RECURSOS HUMANOS PARA LA PYME,1,2019,VAZQUEZ,PIRAMIDE,5,143.6
ADMINISTRACION,ADMINISTRACION DE RECURSOS HUMANOS,978-84-283-9947-0,GESTION DE CONFLICTOS Y PROCESOS DE MEDIACION MF1040_3.,1,2015,VEGA,PARANINFO,1,45.1
ADMINISTRACION,ADMINISTRACION DE RECURSOS HUMANOS,978-84-283-9948-7,PREVENCION DE CONFLICTOS.,1,2015,VEGA,PARANINFO,4,41.8
ADMINISTRACION,ADMINISTRACION DE RECURSOS HUMANOS,978-84-9088-276-4,COMO BUSCAR TRABAJO CON REDES SOCIALES,1,2014,VELA,ALCALA,1,20.0
ADMINISTRACION,ADMINISTRACION DE RECURSOS HUMANOS,978-84-975681-6-6,TECNICAS CUALITATIVAS EN RECURSOS HUMANOS.,DL,2012,VERA,SINTESIS,1,25.0
ADMINISTRACION,ADMINISTRACION DE RECURSOS HUMANOS,978-970-10-5913-5,ADMINISTRACION DE RECURSOS HUMANOS EL CAPITAL HUMANO DE LAS EMPRESAS.,6,2008,WERTHER,MCGRAW-HILL,5,20.0
ADMINISTRACION,ADMINISTRACION DE RECURSOS HUMANOS,978-607-15-1076-1,ADMINISTRACION DE RECURSOS HUMANOS.,7,2014,WERTHER,MCGRAW-HILL,6,110.0
ADMINISTRACION,ADMINISTRACION DE RECURSOS HUMANOS,978-987-1301-06-5,COACHING EL ARTE DE SOPLAR BRASAS EN ACCION .,4,2013,WOLK,GRAN ALDEA EDITORES,2,50.0
ADMINISTRACION,ADMINISTRACION FINANCIERA / FINANZAS,978-84-15330-21-9,NUEVAS TENDENCIAS EN FINANCIACION EMPRESARIAL. BASES CONCEPTUALES,1,2011,ACCID,PROFIT EDITORIAL,2,56.5
ADMINISTRACION,ADMINISTRACION FINANCIERA / FINANZAS,978-958-762-468-7,MEDICION Y CONTROL DE LA GESTION Y RESULTADOS,3,2016,ACEVEDO,EDICIONES DE LA U,6,27.0
ADMINISTRACION,ADMINISTRACION FINANCIERA / FINANZAS,978-84-96998-70-4,"LA INVERSION EN PRODUCTOS INMOBILIARIOS. EL MERCADO INMOBILIARIO, LA INVERSION E",1,2008,AMARGANT,PROFIT EDITORIAL,24,15.0
ADMINISTRACION,ADMINISTRACION FINANCIERA / FINANZAS,978-958-762-513-4,PSICOTRADING. GESTION EMOCIONAL DEL INVERSOR,1,2016,ANTELO,EDICIONES DE LA U,3,28.0
ADMINISTRACION,ADMINISTRACION FINANCIERA / FINANZAS,978-84-283-3946-9,OPERACIONES AUXILIARES DE GESTION DE TESORERIA,2,2017,BAHILLO,PARANINFO,4,122.3
ADMINISTRACION,ADMINISTRACION FINANCIERA / FINANZAS,978-84-15735-97-7,GUIA PARA LA AUTOEVALUACION DE EMPRESAS.,1,2014,BLASCO,ACCID,6,30.0
ADMINISTRACION,ADMINISTRACION FINANCIERA / FINANZAS,978-607-15-0927-7,FUNDAMENTOS DE ADMINISTRACION FINANCIERA.,14,2013,BLOCK,MCGRAW-HILL,3,121.5
ADMINISTRACION,ADMINISTRACION FINANCIERA / FINANZAS,978-84-15330-75-2,INSTRUMENTOS PARA GESTIONAR Y COBRAR IMPAGADOS.,1,2012,BRACHFIELD,PROFIT EDITORIAL,1,30.0
ADMINISTRACION,ADMINISTRACION FINANCIERA / FINANZAS,978-958-59035-1-7,GERENCIA DEL VALOR. GENERADORES DE VALOR Y EVALUACION,1,2016,CARDONA,EDICIONES UNAULA,1,47.0
ADMINISTRACION,ADMINISTRACION FINANCIERA / FINANZAS,978-84-17343-65-1,UF1821. PUESTA EN MARCHA Y FINANCIACION DE PEQUEÑOS NEGOCIOS,2,2018,CARMONA,IC EDITORIAL (INNOVACION Y CUALIFICACION),10,84.6
ADMINISTRACION,ADMINISTRACION FINANCIERA / FINANZAS,978-607-32-0980-9,MAXIMIZACION DE VALOR.,1,2012,CASANUEVA,PEARSON,2,128.3
ADMINISTRACION,ADMINISTRACION FINANCIERA / FINANZAS,978-1-118-10537-5,CORPORATE FINANCE . A PRACTICAL APPROACH,2,2012,CLAYMAN,WILEY,4,250.0
ADMINISTRACION,ADMINISTRACION FINANCIERA / FINANZAS,978-84-16383-36-8,DIRECCION FINANCIERA. UN ENFOQUE PRACTICO DE LA GESTION DE CARTERAS,1,2021,COCA,DELTA,4,80.5
ADMINISTRACION,ADMINISTRACION FINANCIERA / FINANZAS,978-607-17-1986-7,COMO OBTENER EL MAXIMO BENEFICIO PARA SU PENSION.,2,2014,CORTES,TRILLAS,1,20.0
ADMINISTRACION,ADMINISTRACION FINANCIERA / FINANZAS,978-84-1321-879-3,OPERACIONES ADMINISTRATIVAS DE COMPRAVENTA,DL,2022,CUEVAS,EDITEX,6,136.1
ADMINISTRACION,ADMINISTRACION FINANCIERA / FINANZAS,978-84-17209-10-0,CONFUSION DE CONFUSIONES,2,2018,DE LA VEGA,PROFIT EDITORIAL,5,37.8
ADMINISTRACION,ADMINISTRACION FINANCIERA / FINANZAS,978-84-283-9909-8,GESTION Y CONTROL DEL PRESUPUESTO DE TESORERIA.,1,2014,DIAZ,PARANINFO,1,19.8
ADMINISTRACION,ADMINISTRACION FINANCIERA / FINANZAS,978-607-32-3721-5,PRINCIPIOS DE ADMINISTRACION FINANCIERA,14,2016,GITMAN,PEARSON,3,138.9
ADMINISTRACION,ADMINISTRACION FINANCIERA / FINANZAS,978-84-1321-568-6,GESTION FINANCIERA,DL,2021,GUTIERREZ,EDITEX,6,139.9
ADMINISTRACION,ADMINISTRACION FINANCIERA / FINANZAS,978-84-283-9762-9,GESTION OPERATIVA DE TESORERIA,1,2015,LLORENTE,PARANINFO,4,35.0
ADMINISTRACION,ADMINISTRACION FINANCIERA / FINANZAS,978-84-17209-53-7,CRECE Y PROSPERA,1,2019,LOPEZ,PROFIT EDITORIAL,3,58.9
ADMINISTRACION,ADMINISTRACION FINANCIERA / FINANZAS,978-84-15781-27-1,GESTION DE TESORERIA.,DL,2014,LOPEZ,FUNDACION CONFEMETAL,4,83.2
ADMINISTRACION,ADMINISTRACION FINANCIERA / FINANZAS,978-84-941406-9-3,LA GESTION DE LA TESORERIA.,1,2014,LOPEZ,LIBROS DE CABECERA,1,52.2
ADMINISTRACION,ADMINISTRACION FINANCIERA / FINANZAS,978-84-941406-6-2,VALORACION DE EMPRESAS.,2R,2016,LOPEZ,LIBROS DE CABECERA,1,61.0
ADMINISTRACION,ADMINISTRACION FINANCIERA / FINANZAS,978-84-454-2154-3,INTRODUCCION A LAS MATEMATICAS FINANCIERAS.,DL,2012,MACHIN,CEF. (CENTRO DE ESTUDIOS FINANCIEROS),2,42.0
ADMINISTRACION,ADMINISTRACION FINANCIERA / FINANZAS,978-607-8384-92-1,ADMINISTRACION FINANCIERA DEL CIRCULANTE,4,2016,MADROÑO,INSTITUTO MEXICANO DE CONTADORES PUBLICOS,2,48.0
ADMINISTRACION,ADMINISTRACION FINANCIERA / FINANZAS,978-607-526-658-9,ADMINISTRACION FINANCIERA INTERNACIONAL.,13,2018,MADURA,CENGAGE LEARNING,96,171.5
ADMINISTRACION,ADMINISTRACION FINANCIERA / FINANZAS,978-607-519-533-9,ADMINISTRACION FINANCIERA INTERNACIONAL.,12,2015,MADURA,CENGAGE LEARNING,1,100.0
ADMINISTRACION,ADMINISTRACION FINANCIERA / FINANZAS,978-958-762-504-2,ESTANDARES/NORMAS INTERNACIONALES DE ASEGURAMIENTO DE LA INFORMACION,2,2016,MANTILLA,EDICIONES DE LA U,1,77.0
ADMINISTRACION,ADMINISTRACION FINANCIERA / FINANZAS,978-958-648-783-2,SEGUROS Y FINANZAS PARA LA FAMILIA.,1,2012,MEJIA,ECOE,1,15.0
ADMINISTRACION,ADMINISTRACION FINANCIERA / FINANZAS,978-84-16629-72-5,UF0337. ANALISIS DE PRODUCTOS Y SERVICIOS DE FINANCIACION. ADGN0108 - FINANCIAC,1,2016,MIRANDA,IC EDITORIAL (INNOVACION Y CUALIFICACION),6,61.0
ADMINISTRACION,ADMINISTRACION FINANCIERA / FINANZAS,978-84-16758-25-8,UF0338. ANALISIS DE PRODUCTOS Y SERVICIOS DE INVERSION. ADGN0108 - FINANCIACION,1,2016,MONTANO,IC EDITORIAL (INNOVACION Y CUALIFICACION),6,45.0
ADMINISTRACION,ADMINISTRACION FINANCIERA / FINANZAS,978-84-283-9726-1,DESARROLLO Y SUPERVISION DEL APROVISIONAMIENTO DE GENEROS Y MISE EN PLACE,1,2015,MORA,PARANINFO,2,49.3
ADMINISTRACION,ADMINISTRACION FINANCIERA / FINANZAS,978-607-438-246-4,ADMINISTRACION FINANCIERA,1,2011,MORALES,PATRIA,2,34.2
ADMINISTRACION,ADMINISTRACION FINANCIERA / FINANZAS,978-84-7356-861-6,SECRETOS DE LA GESTION DE UNA CRISIS.,1,2012,MURIEL,ESIC,1,20.0
ADMINISTRACION,ADMINISTRACION FINANCIERA / FINANZAS,978-987-45708-8-8,EXAMEN DEL RIESGO DEL NEGOCIO: EL PLUS PARA UNA GESTION EQUILIBRADA,1,2016,OLIVO,LIBRYCO,3,115.0
ADMINISTRACION,ADMINISTRACION FINANCIERA / FINANZAS,978-84-7356-738-1,GESTION DE LA TESORERIA.,DL,2011,ORTEGA,ESIC,1,13.0
ADMINISTRACION,ADMINISTRACION FINANCIERA / FINANZAS,978-612-304-239-4,MATEMATICA FINANCIERA.,1R,2015,ORTIZ,MACRO,39,31.3
ADMINISTRACION,ADMINISTRACION FINANCIERA / FINANZAS,978-987-1301-44-7,INVERTIR Y GANAR. ANALISIS TECNICO PARA INVERSIONES,1R,2012,PANTANETTI,GRAN ALDEA EDITORES,1,30.0
ADMINISTRACION,ADMINISTRACION FINANCIERA / FINANZAS,978-84-8102-876-8,PROBABILIDAD DE INCUMPLIMIENTO E INDICADORES DE RIESGO EN LA BANCA EUROPEA: UN E,1,2018,PARRADO,UNIV. DE CANTABRIA,3,34.5
ADMINISTRACION,ADMINISTRACION FINANCIERA / FINANZAS,978-84-7356-936-1,EL ANALISIS DE INVERSIONES EN LA EMPRESA.,1,2013,PEREZ,ESIC,5,43.0
ADMINISTRACION,ADMINISTRACION FINANCIERA / FINANZAS,978-987-1609-80-2,FIDEICOMISO Y NEGOCIOS. EL VALOR ESTRATEGICO DEL FIDEICOMISO PARA LOS NEGOCIOS,1,2014,PERTIERRA,ALFAOMEGA,7,30.0
ADMINISTRACION,ADMINISTRACION FINANCIERA / FINANZAS,978-84-370-9276-8,"TEORIA DE LA INVERSION. ESQUEMAS, CUESTIONARIOS Y EJERCICIOS RESUELTOS",2,2014,PIÑOL,UNIVERSITAT DE VALENCIA.,1,35.0
ADMINISTRACION,ADMINISTRACION FINANCIERA / FINANZAS,978-84-15581-47-5,LA GESTION DEL RIESGO EN EMPRESAS INDUSTRIALES.,1,2013,POBLACION,DELTA,3,75.1
ADMINISTRACION,ADMINISTRACION FINANCIERA / FINANZAS,978-84-16383-93-1,MANUAL DE INVERSIONES ALTERNATIVAS,1,2018,PRADO,DELTA,2,80.0
ADMINISTRACION,ADMINISTRACION FINANCIERA / FINANZAS,978-84-368-3561-8E1,"FIT. ESTRATEGIA, VALOR Y PRECIO",1,2016,QUEMADA,PIRAMIDE,2,30.0
ADMINISTRACION,ADMINISTRACION FINANCIERA / FINANZAS,978-84-368-3561-8,"FIT. ESTRATEGIA, VALOR Y PRECIO. MAXIMIZAR EL VERDADERO VALOR DE LA EMPRESA",1,2018,QUEMADA,PIRAMIDE,2,52.3
ADMINISTRACION,ADMINISTRACION FINANCIERA / FINANZAS,978-84-368-3270-9,¿VALORES O VALORES ECONOMICOS? ¿QUE NECESITAMOS?,1,2014,QUINTANILLA,PIRAMIDE,5,25.0
ADMINISTRACION,ADMINISTRACION FINANCIERA / FINANZAS,978-84-15581-94-9,LA VALORACION DE LOS NEGOCIOS.,3,2014,REVELLO,DELTA,2,105.6
ADMINISTRACION,ADMINISTRACION FINANCIERA / FINANZAS,978-958-771-035-9,CORPORACION 2020. TRANSFORMAR LOS NEGOCIOS PARA EL MUNDO DEL MAÑANA,1,2013,RINCON,ECOE,7,20.0
ADMINISTRACION,ADMINISTRACION FINANCIERA / FINANZAS,978-958-792-002-4,BLOCKCHAIN. FUNDAMENTOS DE LA CADENA DE BLOQUES,1,2019,ROJO,EDICIONES DE LA U,1,51.8
ADMINISTRACION,ADMINISTRACION FINANCIERA / FINANZAS,978-1-4562-6087-3,FINANZAS CORPORATIVAS,11,2018,ROSS,MCGRAW-HILL,5,183.0
ADMINISTRACION,ADMINISTRACION FINANCIERA / FINANZAS,978-84-96998-76-6,FISCALIDAD DE LOS PRODUCTOS Y OPERACIONES FINANCIERAS. MARCO TRIBUTARIO DE LAS O,1,2009,SAGUES,PROFIT EDITORIAL,1,10.0
ADMINISTRACION,ADMINISTRACION FINANCIERA / FINANZAS,978-84-7356-946-0,APOYOS Y SUBVENCIONES PARA LA EMPRESA,DL,2013,SAMINO,ESIC,5,9.0
